cell,arm,batch,build_identity,comparison,factor_rank,keys_norm,keys_sha256,layer,solve_backward_error,state_version,key_revisit_relative_difference,writer_revisit_relative_difference
LA,ORBFH,1,f53bbc5bc8dac639883c081d0592c20e6c71d98ac47a43a76f6663b07b121167,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,28.77747097378737,6f677fbde18d778c355fee770d9a938461530cf30dd6a53aa35d6d45c1e84df1,4,1.4500135314676754e-08,15,0,0.33271525144418457
LA,ORBFH,1,2809d52eabc1769ef00f775d7deca7f05a3fe4bc183b14893378484b548bc843,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,34.867719629560689,88718ff205364112e5c8f9e2f25eaaf72523d9e3e6e0fd68bf1000fa91202844,5,1.7535025875758947e-08,16,0.00038223884115702546,0.33228505116375578
LA,ORBFH,1,953466279b6648fe76b39c202957d2a1e095d26c6109bc3c9eb4aa8e08d74986,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.684851390661407,acbcdbb7158ba1adea101d1bd2b8f0c98e54941ef675d98dfb279a462053df8d,6,2.134787102647806e-08,17,0.0057378535519210221,0.32943317102932351
LA,ORBFH,1,0b29862912b32ef1fa2f472dbce7a7a408e68229f0562b392650e5dc5d9cd51d,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.233579724767047,6c4cc367fd85dd380d0810ed442d4d0b4ecfeca7744e17fd121684fbe9cc3530,7,1.8633942389101321e-08,18,0.019825087087097619,0.32164029495398672
LA,ORBFH,1,fa4f7a4172b070c5d341e5d68bcd1a29ed63cec590fab732bf3fa1ccd8be078c,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,37.900835909805018,718dace236b130756275c82b903a4732963365bc1e4582375f53b4acc8db1603,8,1.6321227036542041e-08,19,0.056629765853283186,0.31669445872000129
LA,ORBFH,2,d44df45283809759a6201ab43d418087af15ac1abfdf97270969d9ea67b352cb,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,29.447592753548395,5168f35d7fd7c97d6b9f8d8dd116c67b1145a666deace75d4eda8294cded0371,4,1.5350165583072339e-08,0,,
LA,ORBFH,2,a266d0202858a2eae8e0d9c39bd355fdbe21c09cce8cc6d7f16ca44677e957ed,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,36.159836063186141,99f6b68be21ce2fc472b39b068acbf9cb64d8ce47b67d5bc2823b480062f9d89,5,1.5010817477900673e-08,1,,
LA,ORBFH,2,26a66c2ee9c6b8105a77538c9bc00c8fa95feae60e6e8bc7f76779220be8cc25,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,40.252052439483627,eaba16afa32eae7e2c98fed90abac4c475b4a44c4d37bd5638e70efd0cdca4d0,6,1.9421301900024446e-08,2,,
LA,ORBFH,2,98dfd5d525893b279c011454877bc3f604014b2351989ced99ebb84abb68e844,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,39.344310034126359,41f6292932d9c3f77c3973a8b1d4c8958aa04fbe388240e8838938f3587186fe,7,1.6838377803196636e-08,3,,
LA,ORBFH,2,0c332809788ba683393e80dfea62ef210ec0e40ed7098bd00aa3a12b9a5fa11d,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.567612275760411,ad6d36d59b0d072859a57ff147ba3628f214630445abe1333a656aa0ff64fa5b,8,1.3192343217838243e-08,4,,
LA,ORBFH,2,30ab63235a4fddca03ee84aeb1f30ceda493d2cdbb2e7a9a37e51b6fdd4b3aa6,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,29.447592753548395,5168f35d7fd7c97d6b9f8d8dd116c67b1145a666deace75d4eda8294cded0371,4,1.5350165583072339e-08,5,0,0.49101068528790531
LA,ORBFH,2,27a69b9c524772ee42bf6afbe634360d911766d438c3fadfeaa920bcdfa09de4,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,36.113901208622778,a2a6e36478b3fe8ebd7ea0f702982ee84204813f7dc7ec417bf08582878a89d1,5,1.5231144345762004e-08,6,0.022394366305009912,0.4731093420636695
LA,ORBFH,2,f5b2b063585754643ed841e658c802128eb9efe50f73b3f4c779c9fb2b9ffd50,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,40.08069271472467,b1f554d746ae8e12d6eb0eb61a15f7337e85362cd82dbfb5090376367ac93cb4,6,2.0043064097308161e-08,7,0.054402342632795454,0.44821154140826502
LA,ORBFH,2,2808b0bceaa3250118efa70b242c5c87301a4dedb01dda4f7c4b6287725b99f8,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,39.093324147795443,c0dc307b4b2aa5e7fa741f3afe2f24a5d9859aa8a5f1e586b91a6470972bca34,7,1.7158345855250445e-08,8,0.10290426048899934,0.42717634062787396
LA,ORBFH,2,e1f8193aabecd5587aa88ed9db9ed7621b9ca5729a3709c905a3d8bd10ff2eb4,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.425969594476683,89f26065c3a3fff45ba9b6181a58d86bd1a32d0d52a9ee25f745c6b87d5594ba,8,1.331357779577047e-08,9,0.17580818562296699,0.43072084580734038
LA,ORBFH,2,c1f81e69893a7c1d863004fec93f66cb0b8ef7372cb3302ecdd26c3b73e3df38,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,29.447592753548395,5168f35d7fd7c97d6b9f8d8dd116c67b1145a666deace75d4eda8294cded0371,4,1.5350165583072339e-08,10,0,0.39467953311578297
LA,ORBFH,2,5ed6509f630fc498e9a08b176a80a84c0343b810be5f4e2bf36ed31098a34fcd,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,36.106954121191997,026812f52ebbbbd3b67c4ecbc8a10b58db3c6601c9099a71296257b57f17c591,5,1.5284912890933811e-08,11,0.0033664051015612952,0.38790950490156928
LA,ORBFH,2,6b4c9767ba6aa599e877b324d8698588fa0735a58575e137d59ddd6d2bb9fcf5,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,40.031930976522418,22959ac0f05a2a9396690f9822365a1336f77f233a89fd7ac2d4305ceea7a9fd,6,1.8562023029744523e-08,12,0.015886744746639887,0.37603370722688895
LA,ORBFH,2,80910a8cb1f469222b80b1c13ba81935b94ed1fc854911f6907f633727d3bdcd,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.996011102006179,276d37782e7a48ac3ec92c9ae1ec9eb1e63650db58360afda8a0f0d7c1dff9be,7,1.693521767265338e-08,13,0.046020669900872481,0.36165023451664768
LA,ORBFH,2,5f3b6efb6bc32b845501ea1f4a053224a58ecee771bd7ff04b1cd7e6baa773e2,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.414137178018933,b7febf6944cc9ddddde8617724361c4039d17c27fce3cc11d73361d026aef8b0,8,1.3530907061465314e-08,14,0.094180077734508594,0.36128095095713869
LA,ORBFH,2,b0a557da3e2273cec782be68aa8c94bfc3c997e477c2176ee2b393110077c617,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,29.447592753548395,5168f35d7fd7c97d6b9f8d8dd116c67b1145a666deace75d4eda8294cded0371,4,1.5350165583072339e-08,15,0,0.34631237532875209
LA,ORBFH,2,70aad9f9db197ea8f69dccb7888ca72b08630d406456b104fa98f5ace7db2d0a,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,36.106821148759977,cec993d341b62f400736ff1f67a6e5f8d081cf1af069cea083089fb7cd79b336,5,1.5002424191834507e-08,16,6.9439899690474096e-05,0.34549865312980682
LA,ORBFH,2,1add7b3e33dad26b24c8a7ae5b5465959f9aa61b83d43f5613872d3f9a0b201d,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,40.016770171228181,3dc91855149e554749118760a3bcc7b02a38afb2123171743c99f283627c02d0,6,1.9393056049921142e-08,17,0.0053734330419837259,0.34256999674877464
LA,ORBFH,2,374eaf1e61d3e9e1541e677c14ae653f66a19bfd86e17d2cb8c40455335d478c,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.953998639514424,93040f8990e089b67b119489be2de64b32e5124e53a697990ed1910f8ae4dcc0,7,1.7036887456356453e-08,18,0.023953243396394507,0.33392518972576529
LA,ORBFH,2,2cf40836d94ba3e075aff818d74573e0473a717e5e02de2a5aa182ec25d41cec,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.444404850019296,0ab2cd795d951570ec742f66634f9302dfe04187800f32856a0863afd43fa63d,8,1.3538978826943548e-08,19,0.058274812076122881,0.33193685188041411
LA,ORBFH,3,f23228c00fd4872ff8e6509ed3bacf70870c7ff33c3bbdba7379ac2bbcb64d39,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,28.40981464924181,8ae1b1b1c33e31014beea786b10f53c3ee3f61183c2fc64e47679d83896ff565,4,1.3477528426619756e-08,0,,
LA,ORBFH,3,2bb78743185521a4f91a604087ebe4920e6c88cfcdb9f3737f68e3094f7b35b9,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,35.052210765814195,24071b685f66c562e88e93d9e77615ad439862d514ade97d1d67abbb111c61bb,5,1.3565765399903285e-08,1,,
LA,ORBFH,3,52a862f37e68a3fb0a92036cb5745d4262bcf9becd99d49dff380bd39aa276d9,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.902955539096006,6defff78918171dddbbdfd65bd25d1148c1e2b17766cd8ddadc7df7f7980fe3e,6,1.7266104990198983e-08,2,,
LA,ORBFH,3,20f70d3087a80e8c9886a40676db62a578f970e3bc112806a148565911c68f6c,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.832195834467733,be1dda8894e1f55fdd6e8c881687e18a31d6d03910f6229742de69c9e4503e36,7,1.4546096771539396e-08,3,,
LA,ORBFH,3,a49b3bbfd2a7ec9a240590616589ebcd3bdcb30cc61da66cac9515fd638dbaf9,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.281319560083041,f1e74eef69f65bf9d766e3a6505eb7226f85616d2cd84efef13650e90ae89ef4,8,1.398941051888869e-08,4,,
LA,ORBFH,3,5877c068a8dbaa03cebe15a86503b7ebec149f94526a3272bd957c44370023ed,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,28.40981464924181,8ae1b1b1c33e31014beea786b10f53c3ee3f61183c2fc64e47679d83896ff565,4,1.3477528426619756e-08,5,0,0.48557975268159093
LA,ORBFH,3,7e9d3059e299061aa37765774349ba64db23ecb52d2afeaaad9b2faaa3edf760,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,35.010165326258175,479de39fdb79225598a354dcd3e95a5c698bd4cb009125b5c3f77e4f02fd7eb1,5,1.3472829074601123e-08,6,0.023368076539552817,0.46870565436395834
LA,ORBFH,3,1dde9bfc3661ceda36465e2db813ccabb35c82b7a2bf81b4831cd790562e4abc,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.762214187134667,3c7eec65b63f162cd0f7bb21a9d8e711af162b047d9b1221d78334d96db20083,6,1.6947884873275143e-08,7,0.058448376713107653,0.44570105108761099
LA,ORBFH,3,9a6b5e353ce75015c2ed11201f7f20bf2bc7e8b9ed27e53c4e03da552b4610d3,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.589140017626512,13809fcb5cde18c68a76b063eaca64f18e078ccc49b12584f45f84c4c13d8f32,7,1.478149247446936e-08,8,0.10972764472912259,0.43014637789228738
LA,ORBFH,3,382a43f5182d8d9b6e8ecbcde01eadc3219091f57bd9b87ad91e4d282b10b120,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.158968263012355,2857ab95184f42fb74f79a4f21901d0f24611b7dd84775c661931ce6aed3ce8d,8,1.3900308459824373e-08,9,0.18261987081782671,0.43848823547904026
LA,ORBFH,3,540dc6114cb715405db804d19bbc7eae4b498688c75ca1088310fde12d08602f,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,28.40981464924181,8ae1b1b1c33e31014beea786b10f53c3ee3f61183c2fc64e47679d83896ff565,4,1.3477528426619756e-08,10,0,0.39790118415140091
LA,ORBFH,3,beddcdefcfcd4e6eb07050ecfb183958543dd5033e551e8e2ae04751f0d577c9,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,35.003032833369318,4f8311cd663624aec40e393b7c5421a40aefc1ad8192b7986e1c9294ceb449db,5,1.3380260455164716e-08,11,0.0040638655779390498,0.39167452497709149
LA,ORBFH,3,aa2e1d745e3819f458f2a6034b57cd19a76816cbaa9dd8ec583e025b904a267c,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.722706595199519,3c1ddd076fd3a7682ca04b5e21b182507db225a61559b4da4bea6b8e580f36ef,6,1.6656846568707806e-08,12,0.017947743312429435,0.37964425125890755
LA,ORBFH,3,d1892bf131441d367f43734940040e366e9dd31a1b9608b376c19f598949cb9c,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.492111136008248,9583393a1aa18d7d8d191d2dfb5a4dc652b5a65749bb65b344455ad72e409794,7,1.4628391831195131e-08,13,0.049816696220749863,0.36564322981520148
LA,ORBFH,3,eaa0bfcf1bb1776ec378ff816a9112355502d980f2a22fddcafa8792d2adfcc1,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.194712392418289,cd4e75fda385c39894d25d7594fbc59318e8cb0a26b66a53decf3c3609ed1bfa,8,1.3763457928916978e-08,14,0.098124271834508892,0.36683512865867812
LA,ORBFH,3,f474de455fd8bf9ee79414f23a8e6878929e80b2fc6789b405bb37eb06d36894,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,28.40981464924181,8ae1b1b1c33e31014beea786b10f53c3ee3f61183c2fc64e47679d83896ff565,4,1.3477528426619756e-08,15,0,0.34925761637210428
LA,ORBFH,3,7b0c5347bf12c0f325985176f54dcf195863d86fa8beb70628e01700fae98c4a,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,35.001922078500762,a0a30b5f7330200fa951505628949cda6d7e160b06de2f52478db206643a6206,5,1.3482885030668967e-08,16,0.00066852196965784321,0.34871938529729357
LA,ORBFH,3,3399258c0232074f2ab063325e08ac1fa7103a4dec5371e5243b438cd893434f,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.709526465586094,752607762c75e0ec0a08713cfe7f3212b712ea45021029a2dc201a06dcc75af5,6,1.6528039381569215e-08,17,0.0067528525534324641,0.34558997746984754
LA,ORBFH,3,ec9e5aaf3813d7cc8a354c7e30e25309ed3449a50ca18c5776354feb3c9328c5,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.449768920321567,79ec4cc7927a49162df61c9cb60138a80624e00cf3558ba17cf3cf48afb4be51,7,1.4483221733030405e-08,18,0.026469109994075098,0.33690958194355919
LA,ORBFH,3,2b55fd9dab64f6413841b872087cb64f1ac9b06f39a931c562d8d3aafa1c679b,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.264465963178601,68c928bf457a6d8770634969ceca870345c50c292b804dc61fd460876995d5e3,8,1.4174810658573733e-08,19,0.060208840269206691,0.33681122678706676
LA,ORBFH,4,f8513988b4d53157cb6a807c1e1941ced003f6dabe258041d87c0d220230aae3,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,28.305427450535095,7aa4fa3e94cc62319e85c73a051495448b504d56b19b3608a75b63b7785f7c7a,4,1.2269812721399376e-08,0,,
LA,ORBFH,4,a5425366b9c98532c481c87d7e8fdbfaaaf473de04df22b9ef4a3f4b0ee75399,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,34.367667894272039,9821dd34d2f56169563bfc1af32d9aeb81e72ea2436bac7778a508a6b222fa7b,5,1.259871229564169e-08,1,,
LA,ORBFH,4,57ef3956d26f666bac7c984eedc2eb01ba7065034aa4006cc729c18bef62a6ac,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.860993126595197,a893b3b36e62e519f997cc207448a27e668b3a77bea2c4c26f57bbe51fd8683e,6,1.4376380086389418e-08,2,,
LA,ORBFH,4,d90258c7371013cb021794a016e02cb935c3455eb5fe93c21fbaed7c3101b2d6,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.910670947475637,1441f6d91f4e2623ba43996cad1a5e41c5ffb1000edaf33e56453a64592a74e6,7,1.3748100435861943e-08,3,,
LA,ORBFH,4,6ff7dcc3a648c88e527225bf473afdadd39b776bf22420f88296a86410081c9f,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.856054738774468,d395416e85454ebafe09787c096e63cc5187db5d57d4bf5574eaafe74aefad94,8,1.3379878538444245e-08,4,,
LA,ORBFH,4,80448c93ec7405e1f747b9b1397b0798cf670f2e2a824a8b518c5ef5c266c7dd,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,28.305427450535095,7aa4fa3e94cc62319e85c73a051495448b504d56b19b3608a75b63b7785f7c7a,4,1.2269812721399376e-08,5,0,0.49046749404952028
LA,ORBFH,4,12ca4c4d67bf1d8e1d7b3dfa7f158a4eee0515de54632b11ec17470b718422ee,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,34.336745190437981,05d97ef539842a3a7d392b85c612bfafdbaa56916929b48413ed10cd5810c315,5,1.2532746396232142e-08,6,0.024840629063241346,0.47434214853538181
LA,ORBFH,4,b0da1a277174cfbd31c8a5be61e9613b342c6d16b296746ff394eacc208cc1c0,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.711244674947942,7078141cf3a83ae996bdb2a95e276da9cafb2ec27503fc0a6bae3f4e76998575,6,1.4396614567147026e-08,7,0.061528305560743332,0.45384013039658966
LA,ORBFH,4,bae8fe9304c60d2e9aa544da5718dce63ba706d817599a063fc238589f8216aa,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.680446288785753,888c2a6ae42106661d678430c0925192f538d8df53c07122d699fe7ed6c12178,7,1.3631904494104674e-08,8,0.11337800478945655,0.43970371127157476
LA,ORBFH,4,2be1df6a0fec6902d07ae71789a053ddff6946121d4ef1186f1e992eb7da6bdf,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.605757080013014,bef85e97336d32aeb3f27b56d883e2aab4314b9537337479d3399e271eac014a,8,1.3491493255912701e-08,9,0.18905970280581189,0.45150083867302415
LA,ORBFH,4,f1cfe1b967c008cb0ec39b405ebc94a704ce8d4c984cf1bbe37b3c4f4fdc6584,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,28.305427450535095,7aa4fa3e94cc62319e85c73a051495448b504d56b19b3608a75b63b7785f7c7a,4,1.2269812721399376e-08,10,0,0.41017642144922728
LA,ORBFH,4,445c141d7ef5ef3741066482af575ec47597f528ae3fe555a851fc7e69918c89,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,34.331413170063399,6856e818db9c9159a3544bbfe8b29af50eaf8fe83431ba09792c96bfcc2d19bb,5,1.2226724521724464e-08,11,0.0041330747233426666,0.40312354322149074
LA,ORBFH,4,c80da3453a508c56e33eb3a11299ea36878c98ddaa4876f5830e23bc88ad91fe,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.662640553106648,7d3844da2facc4b34c1df4cfce6acf7445dd0c75eb62cc5cd01e3e104ab6b6dc,6,1.450334607966397e-08,12,0.019356453635428979,0.39083166340633935
LA,ORBFH,4,06e81edbbd3ef193d26f93585e39d5c8a1830aef2e38453aafb7eb6d59439f06,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.576329673826663,4492e8843c73826ce925f56543b4dd0e48c7cbb0b0302922d155f453bebd9f76,7,1.3970074874691818e-08,13,0.052269750798147233,0.37733834385527937
LA,ORBFH,4,7b7372cba6e7350b38c91b1b1833a69e8f31a56cdc7b6abcc65e634d78674b90,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.502106260940536,f552d8c8595dd96ec6b228cc4838c334e0c9b411088c11c243550e481252457a,8,1.3584857683213158e-08,14,0.10225663450369726,0.38247341264025664
LA,ORBFH,4,35851fbafca8c9d3e67908e1968be30391cbe6ff88dffec2074cebe18cc0ac53,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,28.305427450535095,7aa4fa3e94cc62319e85c73a051495448b504d56b19b3608a75b63b7785f7c7a,4,1.2269812721399376e-08,15,0,0.36528638667550062
LA,ORBFH,4,e084e5955b87689ed795c00b1d99f3f4d842f12d3db5be4e2785c55b3f3ed8c7,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,34.330583761203947,018934232643aea0ffec74284b3b0856066acc843d6c82b804a38605302bea7e,5,1.2398243320888014e-08,16,0.00067169069998054441,0.36445455628581408
LA,ORBFH,4,ae9b6c56a074618daedfca0f0c39e34c1834ed8362f24c2544f87bb1fb7a8e1d,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.644106945791037,3323756d0b1b106d0b8c28eea8611edf0731dcaa66b570253844fc05282d78b3,6,1.4734209408118204e-08,17,0.0075799365586644877,0.36114995880507689
LA,ORBFH,4,0f2fe095ed80b520725bfdf7f8960facf3b8153fd2006a26181145e3b6d45f26,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.526828058583092,4362baaaeaacf8a14d615f1a7959b591f3cb4d3d18f1fe42bad15104049fffaa,7,1.3567146517345918e-08,18,0.028357042974657146,0.35274120356866862
LA,ORBFH,4,dfe0243b767925155c189476caadce27d25eada90286420eb663da37306203b2,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.459903273552641,aabfcc50400a05b7a0e0b7fc1f95b9f333fcfdd546ff09f76c99c68071e9909a,8,1.2817283234767274e-08,19,0.063683499106149594,0.35389672396679661
LA,ORBFH,5,4282de1560c0f322e4134b6cc7de86a22d5906496fad61cfa44bfbbd85698c4f,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,28.198560812449188,6321d7c30de6cbb592cf8cbf837e772b46fc259715fa8a1fedeaa747aa3c3278,4,1.1265485433398226e-08,0,,
LA,ORBFH,5,2ab448beb88b99bb35ec00d6b2a8220e2aa6c4147f8d7da859eb248402357490,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,34.502138960573859,a8d3d52ad8b2c1cdd7d71504f77143d8a00d5e6fe12373088ab380aad1e2b742,5,1.1358190832311266e-08,1,,
LA,ORBFH,5,768b51ddaf88403b8ca2718c27a9c0e37c2cc7075c7f78612716eb52a43babca,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.772480766125362,87ab9524878f4f3f05a1bd8ccd3fee76c2c4fd36814e2147052651d460bc6a4a,6,1.2762900958307455e-08,2,,
LA,ORBFH,5,4743fcaa1485d80ce61b5dd3ff098820a12c793e7f20474142a926bec14341da,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.512097901079471,3f5fdafa51d43c0bdeb4842a12bc30bebff0a57bd8cc5432c9f11b548d3bd89c,7,1.4250177926555807e-08,3,,
LA,ORBFH,5,738d8c8d193ffc2b1f976d1d9b0dacc0ed036cf426b4978f3de3f4e4b6e91ead,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.369833142405035,bacb85fd51890dfd52e1a81650f2c8b0a7cc54adbe5d492409c9383cb7f7112f,8,1.2677872085475883e-08,4,,
LA,ORBFH,5,f37a7c469d640f754577c90b5dc34a1b2fe653ac9fb52200a8f43a1557baf678,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,28.198560812449188,6321d7c30de6cbb592cf8cbf837e772b46fc259715fa8a1fedeaa747aa3c3278,4,1.1265485433398226e-08,5,0,0.49012158959348406
LA,ORBFH,5,dc9a6c29cfb5326e67e0fe90ed28b6df7e6e72e9bdbda6544b0f1e60b51bf04c,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,34.463835594726859,246f035e107be480fd4d791fd34bacc91e75075f212252edbb77e4b8588a88bc,5,1.1272368816150902e-08,6,0.023551514669352965,0.47437802313605792
LA,ORBFH,5,7b1df95742f395276453c2bce14f059c71d92c4f0389b960adcdeaaff44f31dc,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.616583051510403,69d1dac548215f3089a588b41e59c73b1a9c084151bb6e4a8a6c4fdb91893659,6,1.3166999934810519e-08,7,0.05768405243935195,0.45336418399215334
LA,ORBFH,5,54732933738753566698e032f791710424f8a4fe266fbce50e9dc71542405200,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.258352638719764,7d579c103e197d76f44163fcc83bbcef13d1d1c04e33beb6b431278c8301d71a,7,1.3987279778859829e-08,8,0.11212487201449492,0.44036774245178895
LA,ORBFH,5,9fa0b25e423dd68a79b7a7ede20351a71a6ab7fdf22546650050c7cf71413586,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.097977878956598,eec36dba35fee53231d16284ece0e80797b160ec690d3a753602f28bb8f618f8,8,1.2495497081488338e-08,9,0.18769124472505197,0.45117271329346237
