model,method,case_id,candidate_id,axis,sign,seed,rho,gamma,valid,failure,z_sha256,action,action_overhead_relative,functional_cvar,functional_cvar_drift,NK_E,NK_H,NK_T,target_activation_relative,target_logits_relative,rewrite_new_nll_mean,rewrite_new_strict_rate,rephrase_new_nll_mean,rephrase_new_strict_rate,locality_true_nll_mean
qwen2.5-7b-inst,alphaedit,14288,axis-3-plus,3,1,4375694498711120933,0.05,0.39746413116605894,True,,77900def4c6fac958eae2649beb0faab6aac7485f23b747d3bac2a278f60c9ba,520.9508049229605,0.050000000000000044,0.002128768712282181,3.668433055281639e-05,2.691359668460791e-08,3.0111710458413654e-08,1.1205922412216296e-08,1.3899601469802292e-07,0.0011773220030590892,0.07340065389871597,1.0,4.183750152587891,0.0,6.077714294195175
qwen2.5-7b-inst,alphaedit,16426,reference-duplicate-0,,0,,0.0,0.0,True,,b79ecc182ca42787f25cb240895c043988e7b56a4bb78e1cde5cc749a91dcc6d,,,0.0007255621603690088,0.0,,,,,,0.006842988543212414,1.0,1.2821303755044937,0.5,5.261828541755676
qwen2.5-7b-inst,alphaedit,16426,reference-duplicate-1,,0,,0.0,0.0,True,,b79ecc182ca42787f25cb240895c043988e7b56a4bb78e1cde5cc749a91dcc6d,,,0.0007255621603690088,0.0,,,,,,0.006842988543212414,1.0,1.2821303755044937,0.5,5.261828541755676
qwen2.5-7b-inst,alphaedit,16426,axis-0-minus,0,-1,4785098791111543620,0.05,0.4343212133709843,True,,b79ecc182ca42787f25cb240895c043988e7b56a4bb78e1cde5cc749a91dcc6d,625.3268885906268,0.050000000000000044,0.0007336873677559197,8.125207386910915e-06,4.160741440273341e-08,3.604261777923057e-08,2.5781506707289736e-08,1.3351299799069238e-07,1.433044144505402e-05,0.006842633243650198,1.0,1.2833091020584106,0.5,5.262036466598511
qwen2.5-7b-inst,alphaedit,16426,axis-0-plus,0,1,4785098791111543620,0.05,0.4343212133709843,True,,b79ecc182ca42787f25cb240895c043988e7b56a4bb78e1cde5cc749a91dcc6d,625.3268885906268,0.050000000000000044,0.0007190770120359957,-6.485148333013058e-06,4.160741440273341e-08,3.604261777923057e-08,2.5781506707289736e-08,1.365462622970881e-07,1.4163783816911746e-05,0.006843343377113342,1.0,1.2809582650661469,0.5,5.261611413955689
qwen2.5-7b-inst,alphaedit,16426,axis-1-minus,1,-1,1210149360825184511,0.05,0.43575958972747747,True,,b79ecc182ca42787f25cb240895c043988e7b56a4bb78e1cde5cc749a91dcc6d,625.3268885906268,0.050000000000000044,0.0006776137743145227,-4.7948386054486036e-05,8.930964412456888e-08,2.8063031010105988e-08,4.198000880251129e-08,1.3642373630773363e-07,5.582501762546599e-05,0.006842277944087982,1.0,1.2825678437948227,0.5,5.261931037902832
qwen2.5-7b-inst,alphaedit,16426,axis-1-plus,1,1,1210149360825184511,0.05,0.43575958972747747,True,,b79ecc182ca42787f25cb240895c043988e7b56a4bb78e1cde5cc749a91dcc6d,625.3268885906268,0.050000000000000044,0.0007829825044609606,5.742034409195185e-05,8.930964412456888e-08,2.8063031010105988e-08,4.198000880251129e-08,1.3220412142800342e-07,5.578422860708088e-05,0.006844053976237774,1.0,1.2817030102014542,0.5,5.261721301078796
qwen2.5-7b-inst,alphaedit,16426,axis-2-minus,2,-1,1388799327687062967,0.05,0.43436881747074046,True,,b79ecc182ca42787f25cb240895c043988e7b56a4bb78e1cde5cc749a91dcc6d,625.3268885906268,0.050000000000000044,0.0007754662656225264,4.990410525351763e-05,5.635449440433149e-09,3.515083335514646e-08,2.8264315332648948e-08,1.339450790283081e-07,4.3771779019152746e-05,0.006842988543212414,1.0,1.2814457267522812,0.5,5.261279368400574
qwen2.5-7b-inst,alphaedit,16426,axis-2-plus,2,1,1388799327687062967,0.05,0.43436881747074046,True,,b79ecc182ca42787f25cb240895c043988e7b56a4bb78e1cde5cc749a91dcc6d,625.3268885906268,0.050000000000000044,0.0006862008012831211,-3.936135908588767e-05,5.635449440433149e-09,3.515083335514646e-08,2.8264315332648948e-08,1.3291345624111273e-07,4.357940633781254e-05,0.006843343377113342,1.0,1.282833531498909,0.5,5.262372660636902
qwen2.5-7b-inst,alphaedit,16426,axis-3-minus,3,-1,6721881632614492891,0.05,0.43423271600274976,True,,b79ecc182ca42787f25cb240895c043988e7b56a4bb78e1cde5cc749a91dcc6d,625.3268885906268,0.050000000000000044,0.0007420233450829983,1.6461184713989496e-05,1.2733954335431008e-08,3.0304224907240496e-08,1.4024071681717487e-08,1.3214180683007726e-07,3.660458969534375e-05,0.006842988543212414,1.0,1.2820455580949783,0.5,5.262418222427368
qwen2.5-7b-inst,alphaedit,16426,axis-3-plus,3,1,6721881632614492891,0.05,0.43423271600274976,True,,b79ecc182ca42787f25cb240895c043988e7b56a4bb78e1cde5cc749a91dcc6d,625.3268885906268,0.050000000000000044,0.0007108196150511503,-1.4742545317858458e-05,1.2733954335431008e-08,3.0304224907240496e-08,1.4024071681717487e-08,1.334119588136673e-07,3.723443660419434e-05,0.00684310682117939,1.0,1.282227486371994,0.5,5.261249971389771
qwen2.5-7b-inst,alphaedit,19041,reference-duplicate-0,,0,,0.0,0.0,True,,80417301e601d8b88dc6e575cc4d95fed936a4cdc5469ee63390ca6f31d33068,,,0.0010750236688181758,0.0,,,,,,0.012970720417797565,1.0,0.27942495443858206,1.0,7.003685891628265
qwen2.5-7b-inst,alphaedit,19041,reference-duplicate-1,,0,,0.0,0.0,True,,80417301e601d8b88dc6e575cc4d95fed936a4cdc5469ee63390ca6f31d33068,,,0.0010750236688181758,0.0,,,,,,0.012970720417797565,1.0,0.27942495443858206,1.0,7.003685891628265
qwen2.5-7b-inst,alphaedit,19041,axis-0-minus,0,-1,4073855921376116471,0.05,0.4227353938691016,True,,80417301e601d8b88dc6e575cc4d95fed936a4cdc5469ee63390ca6f31d33068,591.9078495513336,0.050000000000000044,0.0010468793334439397,-2.8144335374236107e-05,4.5652203795043533e-08,3.9011599284322074e-08,1.9290501640512048e-08,1.2165830298727087e-07,9.971920371754095e-05,0.012973192147910595,1.0,0.27947122626937926,1.0,7.0032803356647495
qwen2.5-7b-inst,alphaedit,19041,axis-0-plus,0,1,4073855921376116471,0.05,0.4227353938691016,True,,80417301e601d8b88dc6e575cc4d95fed936a4cdc5469ee63390ca6f31d33068,591.9078495513336,0.050000000000000044,0.0011076346272602677,3.261095844209194e-05,4.5652203795043533e-08,3.9011599284322074e-08,1.9290501640512048e-08,1.1972848312780116e-07,0.00010022111382568255,0.01296824961900711,1.0,0.27938240324147046,1.0,7.004081410169602
qwen2.5-7b-inst,alphaedit,19041,axis-1-minus,1,-1,1525714243590393411,0.05,0.4204141312785995,True,,80417301e601d8b88dc6e575cc4d95fed936a4cdc5469ee63390ca6f31d33068,591.9078495513336,0.050000000000000044,0.00106350751593709,-1.1516152881085873e-05,1.861084264476176e-08,2.946438826256781e-08,2.591430003917594e-08,1.1803401633869726e-07,5.372285158955492e-05,0.012973662465810776,1.0,0.279676009202376,1.0,7.003175508975983
qwen2.5-7b-inst,alphaedit,19041,axis-1-plus,1,1,1525714243590393411,0.05,0.4204141312785995,True,,80417301e601d8b88dc6e575cc4d95fed936a4cdc5469ee63390ca6f31d33068,591.9078495513336,0.050000000000000044,0.0010901499772444367,1.5126308426260948e-05,1.861084264476176e-08,2.946438826256781e-08,2.591430003917594e-08,1.216120466551729e-07,5.389150828705169e-05,0.012967896647751331,1.0,0.27917529991827905,1.0,7.004185146093368
qwen2.5-7b-inst,alphaedit,19041,axis-2-minus,2,-1,7686265641936861438,0.05,0.4251027183229769,True,,80417301e601d8b88dc6e575cc4d95fed936a4cdc5469ee63390ca6f31d33068,591.9078495513336,0.050000000000000044,0.0010842509800568223,9.227311238646507e-06,2.6846878498076876e-08,2.987574632129508e-08,3.577051099767914e-09,1.2000189997252164e-07,3.928744263248518e-05,0.012970014475286007,1.0,0.2796559347771108,1.0,7.0034396052360535
qwen2.5-7b-inst,alphaedit,19041,axis-2-plus,2,1,7686265641936861438,0.05,0.4251027183229769,True,,80417301e601d8b88dc6e575cc4d95fed936a4cdc5469ee63390ca6f31d33068,591.9078495513336,0.050000000000000044,0.0010686255991458893,-6.3980696722865105e-06,2.6846878498076876e-08,2.987574632129508e-08,3.577051099767914e-09,1.2316637310050282e-07,3.935990025638603e-05,0.012971426360309124,1.0,0.2791953745763749,1.0,7.003920239210129
qwen2.5-7b-inst,alphaedit,19041,axis-3-minus,3,-1,6712291948296527448,0.05,0.4229050308877438,True,,80417301e601d8b88dc6e575cc4d95fed936a4cdc5469ee63390ca6f31d33068,591.9078495513336,0.050000000000000044,0.001066797412931919,-8.226255886256695e-06,3.420242933316331e-08,3.623619448944737e-08,1.804457028242723e-09,1.2244970548636047e-07,0.00018673176236916333,0.012983429245650768,1.0,0.27940599899739027,1.0,7.003320878744125
qwen2.5-7b-inst,alphaedit,19041,axis-3-plus,3,1,6712291948296527448,0.05,0.4229050308877438,True,,80417301e601d8b88dc6e575cc4d95fed936a4cdc5469ee63390ca6f31d33068,591.9078495513336,0.050000000000000044,0.001084764371626079,9.74070280790329e-06,3.420242933316331e-08,3.623619448944737e-08,1.804457028242723e-09,1.2076216648893023e-07,0.00018711222219280899,0.012958011589944363,1.0,0.27944724704138935,1.0,7.004042017459869
qwen2.5-7b-inst,alphaedit,17609,reference-duplicate-0,,0,,0.0,0.0,True,,9c5fd90089609187983b4abd95af728c1ae0638d377a2958d1b2e4a5ee6184f2,,,0.0020334518048912287,0.0,,,,,,0.03685604780912399,1.0,3.3193467259407043,0.5,4.658771204948425
qwen2.5-7b-inst,alphaedit,17609,reference-duplicate-1,,0,,0.0,0.0,True,,9c5fd90089609187983b4abd95af728c1ae0638d377a2958d1b2e4a5ee6184f2,,,0.0020334518048912287,0.0,,,,,,0.03685604780912399,1.0,3.3193467259407043,0.5,4.658771204948425
qwen2.5-7b-inst,alphaedit,17609,axis-0-minus,0,-1,2547813637271746157,0.05,0.41597274464015416,True,,9c5fd90089609187983b4abd95af728c1ae0638d377a2958d1b2e4a5ee6184f2,571.2893486551751,0.050000000000000044,0.002037534024566412,4.082219675183296e-06,1.3424749312207496e-08,4.112029117209204e-08,1.1027001534102965e-08,1.321409115462302e-07,0.00018213425937574357,0.036838699132204056,1.0,3.3196173310279846,0.5,4.658533835411072
qwen2.5-7b-inst,alphaedit,17609,axis-0-plus,0,1,2547813637271746157,0.05,0.41597274464015416,True,,9c5fd90089609187983b4abd95af728c1ae0638d377a2958d1b2e4a5ee6184f2,571.2893486551751,0.050000000000000044,0.002030303468927741,-3.148335963487625e-06,1.3424749312207496e-08,4.112029117209204e-08,1.1027001534102965e-08,1.3157547584796703e-07,0.00018198984616901726,0.036873284727334976,1.0,3.3190873861312866,0.5,4.659015655517578
qwen2.5-7b-inst,alphaedit,17609,axis-1-minus,1,-1,4750157697866567507,0.05,0.41585802313615927,True,,9c5fd90089609187983b4abd95af728c1ae0638d377a2958d1b2e4a5ee6184f2,571.2893486551751,0.050000000000000044,0.00206308183260262,2.963002771139145e-05,7.415362546225879e-08,3.2229120705551395e-08,1.183091402623404e-08,1.3260685705063224e-07,3.5568085877457634e-05,0.03684835135936737,1.0,3.321179687976837,0.5,4.6583562135696415
qwen2.5-7b-inst,alphaedit,17609,axis-1-plus,1,1,4750157697866567507,0.05,0.41585802313615927,True,,9c5fd90089609187983b4abd95af728c1ae0638d377a2958d1b2e4a5ee6184f2,571.2893486551751,0.050000000000000044,0.0020065049175173044,-2.6946887373924255e-05,7.415362546225879e-08,3.2229120705551395e-08,1.183091402623404e-08,1.343050826108083e-07,3.550688415998593e-05,0.03686385974287987,1.0,3.3175268173217773,0.5,4.659185576438904
qwen2.5-7b-inst,alphaedit,17609,axis-2-minus,2,-1,3383425682150038277,0.05,0.415917088674567,True,,9c5fd90089609187983b4abd95af728c1ae0638d377a2958d1b2e4a5ee6184f2,571.2893486551751,0.050000000000000044,0.002052118768915534,1.8666964024305344e-05,2.3396191650704168e-08,2.969795076523951e-08,2.4209555249399273e-08,1.3337692905679432e-07,5.952003630227409e-05,0.0368473157286644,1.0,3.3204023838043213,0.5,4.658860194683075
qwen2.5-7b-inst,alphaedit,17609,axis-2-plus,2,1,3383425682150038277,0.05,0.415917088674567,True,,9c5fd90089609187983b4abd95af728c1ae0638d377a2958d1b2e4a5ee6184f2,571.2893486551751,0.050000000000000044,0.0020164980087429285,-1.695379614830017e-05,2.3396191650704168e-08,2.969795076523951e-08,2.4209555249399273e-08,1.360074293188518e-07,5.960836278973147e-05,0.036864664405584335,1.0,3.318303644657135,0.5,4.658680248260498
qwen2.5-7b-inst,alphaedit,17609,axis-3-minus,3,-1,2464464913128346903,0.05,0.41571594298604914,True,,9c5fd90089609187983b4abd95af728c1ae0638d377a2958d1b2e4a5ee6184f2,571.2893486551751,0.050000000000000044,0.0020204316824674606,-1.3020122423768044e-05,8.221731917501529e-08,2.8832367604536557e-08,3.0829394148668143e-08,1.3218908634371473e-07,7.480348722310737e-05,0.036854326725006104,1.0,3.319857954978943,0.5,4.659575581550598
qwen2.5-7b-inst,alphaedit,17609,axis-3-plus,3,1,2464464913128346903,0.05,0.41571594298604914,True,,9c5fd90089609187983b4abd95af728c1ae0638d377a2958d1b2e4a5ee6184f2,571.2893486551751,0.050000000000000044,0.002047118730843067,1.3666925951838493e-05,8.221731917501529e-08,2.8832367604536557e-08,3.0829394148668143e-08,1.320436098239952e-07,7.458299660356715e-05,0.03685765713453293,1.0,3.318867325782776,0.5,4.657968544960022
llama3-8b-inst,memit,21100,reference-duplicate-0,,0,,0.0,0.0,True,,68776f87b76f66087a0c58d583d7ef2b9e7afa860dd36263a795fa90af2b4df3,,,4.001033812528476e-05,0.0,,,,,,0.00404646759852767,1.0,5.665084362030029,0.0,7.700901126861572
llama3-8b-inst,memit,21100,reference-duplicate-1,,0,,0.0,0.0,True,,68776f87b76f66087a0c58d583d7ef2b9e7afa860dd36263a795fa90af2b4df3,,,4.001033812528476e-05,0.0,,,,,,0.00404646759852767,1.0,5.665084362030029,0.0,7.700901126861572
llama3-8b-inst,memit,21100,axis-0-minus,0,-1,2818583407866639709,0.05,0.07197374260553237,True,,68776f87b76f66087a0c58d583d7ef2b9e7afa860dd36263a795fa90af2b4df3,1.6868369937937813,0.050000000000000044,4.0234983316622674e-05,2.2464519133791327e-07,8.602554402159512e-08,5.4670593385708344e-08,7.271917468187894e-08,1.392767217112123e-07,9.633792069507763e-05,0.004046705085784197,1.0,5.664666414260864,0.0,7.700843000411988
llama3-8b-inst,memit,21100,axis-0-plus,0,1,2818583407866639709,0.05,0.07197374260553237,True,,68776f87b76f66087a0c58d583d7ef2b9e7afa860dd36263a795fa90af2b4df3,1.6868369937937813,0.050000000000000044,3.9862501580500975e-05,-1.4783654478378594e-07,8.602554402159512e-08,5.4670593385708344e-08,7.271917468187894e-08,1.451777507099905e-07,9.636713366489857e-05,0.004046348854899406,1.0,5.66549825668335,0.0,7.700940370559692
llama3-8b-inst,memit,21100,axis-1-minus,1,-1,5622641839568314958,0.05,0.07064727430553547,True,,68776f87b76f66087a0c58d583d7ef2b9e7afa860dd36263a795fa90af2b4df3,1.6868369937937813,0.050000000000000044,4.0414801333099604e-05,4.0446320781484246e-07,1.0843900888346525e-08,2.9259826561656155e-08,3.042611851356014e-08,1.3422919664662913e-07,4.6116354496916756e-05,0.004046230111271143,1.0,5.665442228317261,0.0,7.7008376121521
llama3-8b-inst,memit,21100,axis-1-plus,1,1,5622641839568314958,0.05,0.07064727430553547,True,,68776f87b76f66087a0c58d583d7ef2b9e7afa860dd36263a795fa90af2b4df3,1.6868369937937813,0.050000000000000044,3.9574093534611166e-05,-4.3624459067359567e-07,1.0843900888346525e-08,2.9259826561656155e-08,3.042611851356014e-08,1.3256311603981885e-07,4.609710958902724e-05,0.004046705085784197,1.0,5.664736986160278,0.0,7.700958919525147
llama3-8b-inst,memit,21100,axis-2-minus,2,-1,933714302266201582,0.05,0.06828664111969095,True,,68776f87b76f66087a0c58d583d7ef2b9e7afa860dd36263a795fa90af2b4df3,1.6868369937937813,0.050000000000000044,3.959013702115044e-05,-4.202011041343212e-07,4.898340844050608e-09,5.207796860418057e-08,6.376214400916069e-08,1.4128706027349835e-07,5.195739504415542e-05,0.0040461113676428795,1.0,5.6655402183532715,0.0,7.701187229156494
llama3-8b-inst,memit,21100,axis-2-plus,2,1,933714302266201582,0.05,0.06828664111969095,True,,68776f87b76f66087a0c58d583d7ef2b9e7afa860dd36263a795fa90af2b4df3,1.6868369937937813,0.050000000000000044,4.025397356599569e-05,2.43635440710932e-07,4.898340844050608e-09,5.207796860418057e-08,6.376214400916069e-08,1.3508726226518775e-07,5.17404405400157e-05,0.00404682382941246,1.0,5.664648056030273,0.0,7.700605726242065
llama3-8b-inst,memit,21100,axis-3-minus,3,-1,4699616995845552503,0.05,0.07148042908335231,True,,68776f87b76f66087a0c58d583d7ef2b9e7afa860dd36263a795fa90af2b4df3,1.6868369937937813,0.050000000000000044,4.04639431508258e-05,4.536050255410373e-07,3.682906424273824e-08,4.217877602741282e-08,2.8710351429594994e-08,1.336905341986494e-07,5.724294896936044e-05,0.004045755136758089,1.0,5.665220260620117,0.0,7.701015472412109
llama3-8b-inst,memit,21100,axis-3-plus,3,1,4699616995845552503,0.05,0.07148042908335231,True,,68776f87b76f66087a0c58d583d7ef2b9e7afa860dd36263a795fa90af2b4df3,1.6868369937937813,0.050000000000000044,3.942205512430519e-05,-5.882830009795725e-07,3.682906424273824e-08,4.217877602741282e-08,2.8710351429594994e-08,1.4935885417344252e-07,5.721919660572894e-05,0.004047180060297251,1.0,5.664967775344849,0.0,7.700788164138794
llama3-8b-inst,memit,1477,reference-duplicate-0,,0,,0.0,0.0,True,,45cb22f08a86694cb3097db328b87b99c545ebe44ab1f677c77e5bf984f7f0fd,,,4.969713700120337e-05,0.0,,,,,,0.0015012671938166022,1.0,0.007246977416798472,1.0,4.839874505996704
llama3-8b-inst,memit,1477,reference-duplicate-1,,0,,0.0,0.0,True,,45cb22f08a86694cb3097db328b87b99c545ebe44ab1f677c77e5bf984f7f0fd,,,4.969713700120337e-05,0.0,,,,,,0.0015012671938166022,1.0,0.007246977416798472,1.0,4.839874505996704
llama3-8b-inst,memit,1477,axis-0-minus,0,-1,2890751266832206082,0.05,0.07597261284578663,True,,45cb22f08a86694cb3097db328b87b99c545ebe44ab1f677c77e5bf984f7f0fd,1.960894525603927,0.050000000000000044,5.257974044070579e-05,2.882603439502418e-06,1.7168144239576577e-08,2.7041828332130535e-08,1.855613662726796e-09,1.4105151535659388e-07,3.129767355858348e-05,0.0015016243560239673,1.0,0.0072372236754745245,1.0,4.839863300323486
llama3-8b-inst,memit,1477,axis-0-plus,0,1,2890751266832206082,0.05,0.07597261284578663,True,,45cb22f08a86694cb3097db328b87b99c545ebe44ab1f677c77e5bf984f7f0fd,1.960894525603927,0.050000000000000044,4.719877688330598e-05,-2.4983601178973913e-06,1.7168144239576577e-08,2.7041828332130535e-08,1.855613662726796e-09,1.409731140711301e-07,3.1305240554502234e-05,0.001501148217357695,1.0,0.0072567889001220465,1.0,4.839872026443482
llama3-8b-inst,memit,1477,axis-1-minus,1,-1,2115962166210877041,0.05,0.07683201459856204,True,,45cb22f08a86694cb3097db328b87b99c545ebe44ab1f677c77e5bf984f7f0fd,1.960894525603927,0.050000000000000044,4.9946527724387124e-05,2.493907231837511e-07,1.804256122284187e-08,4.2659685561829974e-08,2.541053056859255e-08,1.3951473931683722e-07,2.2292655557976104e-05,0.0015012671938166022,1.0,0.007244970882311463,1.0,4.839991807937622
llama3-8b-inst,memit,1477,axis-1-plus,1,1,2115962166210877041,0.05,0.07683201459856204,True,,45cb22f08a86694cb3097db328b87b99c545ebe44ab1f677c77e5bf984f7f0fd,1.960894525603927,0.050000000000000044,4.948282003169879e-05,-2.143169695045799e-07,1.804256122284187e-08,4.2659685561829974e-08,2.541053056859255e-08,1.4059692432510928e-07,2.213536026829388e-05,0.0015013862866908312,1.0,0.007248864974826574,1.0,4.8397397756576535
llama3-8b-inst,memit,1477,axis-2-minus,2,-1,3697015620011293336,0.05,0.07688607826812979,True,,45cb22f08a86694cb3097db328b87b99c545ebe44ab1f677c77e5bf984f7f0fd,1.960894525603927,0.050000000000000044,5.0599461246747524e-05,9.023242455441505e-07,5.859908114302925e-09,3.17739257127414e-08,3.486227129201325e-08,1.4153714289477648e-07,2.509356454538647e-05,0.0015012671938166022,1.0,0.0072463867254555225,1.0,4.840077662467957
llama3-8b-inst,memit,1477,axis-2-plus,2,1,3697015620011293336,0.05,0.07688607826812979,True,,45cb22f08a86694cb3097db328b87b99c545ebe44ab1f677c77e5bf984f7f0fd,1.960894525603927,0.050000000000000044,4.885055386694148e-05,-8.465831342618912e-07,5.859908114302925e-09,3.17739257127414e-08,3.486227129201325e-08,1.4017311400493782e-07,2.5074283257708885e-05,0.0015012671938166022,1.0,0.007247390225529671,1.0,4.839656686782837
llama3-8b-inst,memit,1477,axis-3-minus,3,-1,1422990352045331736,0.05,0.07658530777360029,True,,45cb22f08a86694cb3097db328b87b99c545ebe44ab1f677c77e5bf984f7f0fd,1.960894525603927,0.050000000000000044,4.9025900807464495e-05,-6.712361937388778e-07,4.1984384857585155e-09,3.111143698220076e-08,2.2474475613876166e-08,1.4016706018082914e-07,2.244593997602351e-05,0.0015013862866908312,1.0,0.007251462433487177,1.0,4.839729428291321
llama3-8b-inst,memit,1477,axis-3-plus,3,1,1422990352045331736,0.05,0.07658530777360029,True,,45cb22f08a86694cb3097db328b87b99c545ebe44ab1f677c77e5bf984f7f0fd,1.960894525603927,0.050000000000000044,5.0503738748375326e-05,8.066017471719533e-07,4.1984384857585155e-09,3.111143698220076e-08,2.2474475613876166e-08,1.4130284853308694e-07,2.2342086595017463e-05,0.001501148217357695,1.0,0.007242491468787193,1.0,4.840002155303955
llama3-8b-inst,memit,20838,reference-duplicate-0,,0,,0.0,0.0,True,,204f65efecd3d79e7dea1e4779888f1968d60b0e94091e06fd23cf81a6166c68,,,0.00020886323181912303,0.0,,,,,,0.1780811846256256,1.0,5.303651332855225,0.0,11.059750938415528
llama3-8b-inst,memit,20838,reference-duplicate-1,,0,,0.0,0.0,True,,204f65efecd3d79e7dea1e4779888f1968d60b0e94091e06fd23cf81a6166c68,,,0.00020886323181912303,0.0,,,,,,0.1780811846256256,1.0,5.303651332855225,0.0,11.059750938415528
llama3-8b-inst,memit,20838,axis-0-minus,0,-1,3541811361298535663,0.05,0.08082424120920856,True,,204f65efecd3d79e7dea1e4779888f1968d60b0e94091e06fd23cf81a6166c68,2.251492461682106,0.050000000000000044,0.00020919462258461863,3.313907654955983e-07,2.426409473343938e-08,3.673639881185409e-08,4.2743590000782206e-08,1.318132518690618e-07,0.00013523602683562785,0.17800715565681458,1.0,5.304134130477905,0.0,11.05978603363037
llama3-8b-inst,memit,20838,axis-0-plus,0,1,3541811361298535663,0.05,0.08082424120920856,True,,204f65efecd3d79e7dea1e4779888f1968d60b0e94091e06fd23cf81a6166c68,2.251492461682106,0.050000000000000044,0.00020867701095994562,-1.862208591774106e-07,2.426409473343938e-08,3.673639881185409e-08,4.2743590000782206e-08,1.3473530202645634e-07,0.00013586737622972578,0.1781553030014038,1.0,5.30316948890686,0.0,11.059733390808105
llama3-8b-inst,memit,20838,axis-1-minus,1,-1,7697650441929841700,0.05,0.08563328774784693,True,,204f65efecd3d79e7dea1e4779888f1968d60b0e94091e06fd23cf81a6166c68,2.251492461682106,0.050000000000000044,0.00020652032981161028,-2.3429020075127482e-06,1.6298612237619636e-08,4.12144807171444e-08,5.6563404626785996e-08,1.3378058838497964e-07,4.4951728341402486e-05,0.17811530828475952,1.0,5.303387403488159,0.0,11.05952262878418
llama3-8b-inst,memit,20838,axis-1-plus,1,1,7697650441929841700,0.05,0.08563328774784693,True,,204f65efecd3d79e7dea1e4779888f1968d60b0e94091e06fd23cf81a6166c68,2.251492461682106,0.050000000000000044,0.00021157346782274544,2.7102360036224127e-06,1.6298612237619636e-08,4.12144807171444e-08,5.6563404626785996e-08,1.3077415417228622e-07,4.507492121774703e-05,0.17804676294326782,1.0,5.303925156593323,0.0,11.060006284713745
llama3-8b-inst,memit,20838,axis-2-minus,2,-1,8767694212897782723,0.05,0.08037351840980715,True,,204f65efecd3d79e7dea1e4779888f1968d60b0e94091e06fd23cf81a6166c68,2.251492461682106,0.050000000000000044,0.0002061644772766158,-2.6987545425072312e-06,2.2526572607262096e-08,3.7439985334231096e-08,1.3696373812877027e-08,1.3303632329098036e-07,4.012437057099305e-05,0.1780543476343155,1.0,5.3035266399383545,0.0,11.060028791427612
llama3-8b-inst,memit,20838,axis-2-plus,2,1,8767694212897782723,0.05,0.08037351840980715,True,,204f65efecd3d79e7dea1e4779888f1968d60b0e94091e06fd23cf81a6166c68,2.251492461682106,0.050000000000000044,0.00021166309306863695,2.799861249513924e-06,2.2526572607262096e-08,3.7439985334231096e-08,1.3696373812877027e-08,1.317772699849229e-07,4.011003693449311e-05,0.17810802161693573,1.0,5.303776383399963,0.0,11.059486865997314
llama3-8b-inst,memit,20838,axis-3-minus,3,-1,5428531755802614879,0.05,0.08194029513603075,True,,204f65efecd3d79e7dea1e4779888f1968d60b0e94091e06fd23cf81a6166c68,2.251492461682106,0.050000000000000044,0.00021276147163007408,3.898239810951054e-06,5.963181592960609e-08,2.8165437981897412e-08,6.348503944764161e-09,1.3426033262931014e-07,6.640933861490339e-05,0.178118497133255,1.0,5.304197788238525,0.0,11.059639883041381
llama3-8b-inst,memit,20838,axis-3-plus,3,1,5428531755802614879,0.05,0.08194029513603075,True,,204f65efecd3d79e7dea1e4779888f1968d60b0e94091e06fd23cf81a6166c68,2.251492461682106,0.050000000000000044,0.00020546704763546586,-3.3961841836571693e-06,5.963181592960609e-08,2.8165437981897412e-08,6.348503944764161e-09,1.3270107501739403e-07,6.65375919197686e-05,0.17804378271102905,1.0,5.303104043006897,0.0,11.05987548828125
llama3-8b-inst,memit,18707,reference-duplicate-0,,0,,0.0,0.0,True,,81d9a898464bb169faacae0d7c38e09a733f5b0822c08acb68a06354e42c8aa0,,,0.0002364160754950717,0.0,,,,,,0.0007856381707824767,1.0,0.11631835997104645,1.0,5.003015795350075
llama3-8b-inst,memit,18707,reference-duplicate-1,,0,,0.0,0.0,True,,81d9a898464bb169faacae0d7c38e09a733f5b0822c08acb68a06354e42c8aa0,,,0.0002364160754950717,0.0,,,,,,0.0007856381707824767,1.0,0.11631835997104645,1.0,5.003015795350075
llama3-8b-inst,memit,18707,axis-0-minus,0,-1,6397826737002042234,0.05,0.08949300757119066,True,,81d9a898464bb169faacae0d7c38e09a733f5b0822c08acb68a06354e42c8aa0,2.533065860318066,0.050000000000000044,0.00023290826356969774,-3.5078119253739715e-06,2.024307477199727e-08,2.7683897840802274e-08,9.034780923400376e-09,1.4407910953195824e-07,6.750642933184281e-05,0.000785280775744468,1.0,0.11634828522801399,1.0,5.00308735370636
llama3-8b-inst,memit,18707,axis-0-plus,0,1,6397826737002042234,0.05,0.08949300757119066,True,,81d9a898464bb169faacae0d7c38e09a733f5b0822c08acb68a06354e42c8aa0,2.533065860318066,0.050000000000000044,0.00024016918905545026,3.7531135603785515e-06,2.024307477199727e-08,2.7683897840802274e-08,9.034780923400376e-09,1.444757202762048e-07,6.778176611987874e-05,0.0007861146004870534,1.0,0.116286501288414,1.0,5.002942234277725
