model,candidate,case_id,request_sha256,metric,prompt_count,success_n,strict_success,strict_teacher_forced,target_new_nll_mean,target_true_nll_mean,target_new_nll_max,nll_advantage_mean
llama3-8b-inst,JV-HOR-T4,11599,a8ff0abadce780f302b02e6a1719e6e7df99f9fd4721a6f8dc8f94b84169b242,PS,2,2,1,0,1.9738663733005524,8.086410760879517,3.519233226776123,6.112544387578964
llama3-8b-inst,JV-HOR-T4,21721,6f3e95c347d198345649855e15894600d0ebd484432d943ed736a9397ae8d897,PS,2,2,1,1,0.3051452934741974,7.97428560256958,0.4774009585380554,7.669140309095383
llama3-8b-inst,JV-HOR-T4,15811,76f1e9732afd98c5089953b3cb80eff3069bce8b6e03db4ac3f15bd552a4cc16,PS,2,2,1,1,0.013542714063078165,15.201720237731934,0.017735464498400688,15.188177523668855
llama3-8b-inst,JV-HOR-T4,3592,6513919a4878eed21297d2e315c6d3daaecda68eceab2a7cdbbdcf2d9559a719,PS,2,2,1,0,4.07751739025116,11.816834926605225,4.667543411254883,7.739317536354065
llama3-8b-inst,JV-HOR-T4,3154,b14c1100dcb663be742327aaf58566fd5d95dd2ad252ff46a5ec015f6ed597bd,PS,2,2,1,0,1.852578654885292,8.096185207366943,3.4912967681884766,6.243606552481651
llama3-8b-inst,JV-HOR-T4,2728,df625d87714d29a475b0a9673a4ba1b9220a42d56346c7e73e9775e8ab35f290,PS,2,2,1,0,4.3417729139328,9.649754524230957,5.24823522567749,5.307981610298157
llama3-8b-inst,JV-HOR-T4,8900,4accc3880965b76b6ccd52fac3f36163d33c4d2e0abcfced0c6974a59a3b2b34,PS,2,2,1,1,0.184488357976079,3.0511339902877808,0.3179379999637604,2.8666456323117018
llama3-8b-inst,JV-HOR-T4,21835,2a4d049c43b85cef82bb2e0e00b30b054d8654e93dfc3d88568a963fda2028f2,PS,2,2,1,0,3.1096047163009644,10.253982543945312,3.5922021865844727,7.144377827644348
llama3-8b-inst,JV-HOR-T4,5618,8b593385e371bc7e94c75fab4434a10e0ffa9aba296344c171e77c63f9203b52,PS,2,2,1,1,0.04008070845156908,5.833631992340088,0.05499187111854553,5.793551283888519
llama3-8b-inst,JV-HOR-T4,6154,d4028449bdfe56e055da9afa5c7157cb8df5ee9d828ea421ece05f6a20accacb,PS,2,2,1,0,3.822667717933655,15.502092361450195,6.911914348602295,11.67942464351654
llama3-8b-inst,JV-HOR-T4,9592,ed3ed2a5e1ee02368ff979364213db79de8116169304fc116edc59e0acd4054d,PS,2,2,1,0,2.398401618003845,3.32944655418396,3.7409253120422363,0.9310449361801147
llama3-8b-inst,JV-HOR-T4,20502,0a236d10a80a4edc1304d8b4aea68ea233692a1f80f0e0a606f6dac936842f0f,PS,2,2,1,0,0.8277553040534258,11.942103862762451,1.638535499572754,11.114348558709025
llama3-8b-inst,JV-HOR-T4,14475,c2f7b5ea74bed01a760da1b94fb129d994588ea96d4f89c183c379803f0dc47c,PS,2,2,1,0,4.549657344818115,6.824129104614258,6.419225215911865,2.2744717597961426
llama3-8b-inst,JV-HOR-T4,9475,d6f0fdd84c80975821ea90d0d2ccac48798c6fb143257a351b77a2752de5931b,PS,2,2,1,0,3.6286912858486176,7.749316692352295,6.485702991485596,4.120625406503677
llama3-8b-inst,JV-HOR-T4,2617,578237172a40576eea42b6b569d04cefbf63f59629ad30d9f62fd3ab2c58b179,PS,2,2,1,0,3.7980027198791504,6.502695322036743,4.664791107177734,2.7046926021575928
llama3-8b-inst,JV-HOR-T4,14787,55c8128d1c4808d58dfc072421b0c4ad8d823ea5cda52f2bba34fb66ac43e912,PS,2,2,1,0,1.4633645117282867,10.778197288513184,1.9296870231628418,9.314832776784897
llama3-8b-inst,JV-HOR-T4,12466,9d7382f7cc9557743c9556b09ba96a4fc00a0f2aafcbd41ec61c9521622c308e,PS,2,2,1,1,0.0006649507995462045,12.396563529968262,0.001053493469953537,12.395898579168716
llama3-8b-inst,JV-HOR-T4,16072,ebe2362801b3a16ed4d087ca44db6113f984c3658916c6cd448444cb5f19e529,PS,2,2,1,0,1.0742360745207407,10.589434146881104,2.1477248668670654,9.515198072360363
llama3-8b-inst,JV-HOR-T4,13455,cf84ba3c6d45d80c6b1b55dadae6eca9076000c4ab30c69726e631ab0a6b98d3,PS,2,2,1,0,1.9582954098004848,7.878530263900757,3.910759210586548,5.920234854100272
llama3-8b-inst,JV-HOR-T4,6810,7bbde3e7af855836bdf7ee82ea286755885883f57e0f15f8228d15803270c1ac,PS,2,2,1,1,0.009831759613007307,14.243344783782959,0.010857553221285343,14.233513024169952
llama3-8b-inst,JV-HOR-T4,10173,aa0dd394207e77de9364ceababd2c520a0bdc7974ba733a3288c3809f86a7cff,PS,2,0,0,0,9.248892307281494,1.0376063659787178,9.815707206726074,-8.211285941302776
llama3-8b-inst,JV-HOR-T4,19281,cae1a53a41736f1b88f95f55b0acdf8593768f99f6691aaa6f65910a3795d5e0,PS,2,2,1,1,0.2228694036602974,9.33786916732788,0.35064634680747986,9.114999763667583
llama3-8b-inst,JV-HOR-T4,2138,ae121a6e521a53e036b3d7d63bb50827cbb03ac5c3e6472163da9a73daf452dc,PS,2,2,1,0,6.033253323286772,8.926298260688782,11.985787391662598,2.89304493740201
llama3-8b-inst,JV-HOR-T4,20900,e0b03343fb825e39e77b418a6b9a3d280645b2dd6b8924fe7d09a73febd95e02,PS,2,2,1,0,1.4200479299761355,12.040890216827393,2.826885938644409,10.620842286851257
llama3-8b-inst,JV-HOR-T4,11250,c2ac190ea1b3d3454956141f6face9828e6271cc619a7f642f64937cc9f928d0,PS,2,2,1,0,6.744889497756958,9.720760345458984,8.226411819458008,2.9758708477020264
llama3-8b-inst,JV-HOR-T4,16090,f6c831476cadeaa0038e6bb551ae076812efc83498a850a668a7495d61d60c7b,PS,2,2,1,0,0.750906802713871,5.47298264503479,1.3655023574829102,4.722075842320919
llama3-8b-inst,JV-HOR-T4,20530,4dfc916bb178a81f3d78f01fa92e9c9b3c2688e5c216c19dcc0baea9fd224bd0,PS,2,2,1,0,3.3384628295898438,6.557283878326416,4.01917839050293,3.2188210487365723
llama3-8b-inst,JV-HOR-T4,5862,aec857a610dad0e126e9d08bcbb39760d34d6fb9e95c0ecb6ae6dbce7272001f,PS,2,2,1,0,3.1907748579978943,7.384408473968506,5.223097801208496,4.193633615970612
llama3-8b-inst,JV-HOR-T4,5993,5158a282a14de70e66c35d6a663ad57357d56f592912ba7a5b73f4664fc5bc0e,PS,2,2,1,1,0.0019386793719604611,13.009331226348877,0.0031240014359354973,13.007392546976916
llama3-8b-inst,JV-HOR-T4,19775,4a9e29cde6f4e0518ff71c4b32d9b5073e05c56fa700beed4b2c2ef7f2e26c59,PS,2,2,1,1,0.05513273738324642,3.9777084589004517,0.09263547509908676,3.9225757215172052
llama3-8b-inst,JV-HOR-T4,4254,22ae75f2262a3012a55809e3d0181ddca3353ca38572f94ae86f5030b9b38b36,PS,2,1,0,0,4.756950855255127,7.290969371795654,4.757448196411133,2.5340185165405273
llama3-8b-inst,JV-HOR-T4,6295,64a9bc2e8ea12ddf146ef0c66adf963f28e1563f2b55709e2367abcc0801eab8,PS,2,2,1,1,0.5407602787017822,11.092983722686768,0.6774774193763733,10.552223443984985
llama3-8b-inst,JV-HOR-T4,9765,001152e4ff5995964cf56fefb30b1c6bc1bf5a07a116056ccd8fb2793dd36ee8,PS,2,2,1,1,0.09033957961946726,8.959524154663086,0.16286160051822662,8.869184575043619
llama3-8b-inst,JV-HOR-T4,5599,73e5311dd634f1c19548e49718ad04b9ab28bab0d087e03645b07b3b0b604cd1,PS,2,2,1,1,0.008173335110768676,8.648183107376099,0.010409113019704819,8.64000977226533
llama3-8b-inst,JV-HOR-T4,16635,1fd32bec4b5ad3151157a8a6598a79463efd8730cfef77fba0fd5c9248fdb174,PS,2,2,1,0,4.107861876487732,12.929832458496094,5.461878299713135,8.821970582008362
llama3-8b-inst,JV-HOR-T4,2603,2e1ddd44d1b0450365b794f0c04383d5b42cc3c44abac81d7a0049fef2715840,PS,2,2,1,1,0.03207710012793541,8.757233142852783,0.05440407618880272,8.725156042724848
llama3-8b-inst,JV-HOR-T4,9210,3566844443b27f96a87a6220b479d05b63d5c847258f06b02623050e796605d5,PS,2,2,1,1,0.014186668442562222,17.420161247253418,0.027769962325692177,17.405974578810856
llama3-8b-inst,JV-HOR-T4,11318,11a44c8198b7d361e09ada9c9ef94aeb0fad216080fafe2887ea15d8134fadcc,PS,2,1,0,0,6.496052265167236,9.494322299957275,6.919369697570801,2.998270034790039
llama3-8b-inst,JV-HOR-T4,7684,8d288e04759fd3c63f71c6d0cc3b9cc904f9cc66fb60e6a64b0212d17485d9d1,PS,2,2,1,0,4.019850842654705,11.846861839294434,7.856415748596191,7.8270109966397285
llama3-8b-inst,JV-HOR-T4,1649,b67fa681f4fd7ba6855f291206715edbb86d72e2efd0cd325a7a99b5a14a3b98,PS,2,2,1,1,0.003993526741396636,10.413465976715088,0.006299282889813185,10.409472449973691
llama3-8b-inst,JV-HOR-T4,7677,8f26ac32cc148b8edfe6c6fade39622d110142f5de5fdc95e4b4428a2135184a,PS,2,2,1,1,0.0020316068548709154,18.90319061279297,0.002690269611775875,18.901159005938098
llama3-8b-inst,JV-HOR-T4,2680,dfdda88adf60864dac8831f522cd84c935b571c564227ea3a099d4c3e490a06a,PS,2,2,1,0,0.6692761222511763,9.028803825378418,1.3380805253982544,8.359527703127242
llama3-8b-inst,JV-HOR-T4,1012,3066030234cd80ef5eb5601a6fc41e0a19302920706ef660bd4f78b821b8da26,PS,2,2,1,1,0.08994254824938253,14.822326183319092,0.1781206876039505,14.73238363506971
llama3-8b-inst,JV-HOR-T4,3838,2165f5a66544b3b37297d2dd19dc72c82155a34763f469e4673be669ccdca5a7,PS,2,1,0,0,1.6109517812728882,1.2018922865390778,2.4333975315093994,-0.4090594947338104
llama3-8b-inst,JV-HOR-T4,4649,7d4b50473f9c03ff800c74455cfda9103112c0b54fcf9a7326981b2d60578ed3,PS,2,2,1,0,1.6317754089832306,8.396689891815186,2.6224701404571533,6.764914482831955
llama3-8b-inst,JV-HOR-T4,3158,d90850c9442327660e5b7ecdf01b497624f0949c2937f0b3ed7d56452d675f6a,PS,2,2,1,1,0.007520477287471294,7.83408260345459,0.008181982673704624,7.8265621261671185
llama3-8b-inst,JV-HOR-T4,2540,51a51835035485215360f15d005a4bad842e7bfbe16d7a229add522603b42bfc,PS,2,2,1,0,2.1687334179878235,3.8882219791412354,2.557776927947998,1.7194885611534119
llama3-8b-inst,JV-HOR-T4,1477,ee3452c6c4fee471fa14e795b7406d771b8ad05c50129775dfff425ac12e62c8,PS,2,2,1,1,0.0012797068629879504,12.673986434936523,0.001807366730645299,12.672706728073535
llama3-8b-inst,JV-HOR-T4,19387,5a25ac69ae0e48637096f1375004a0fe089d694f5e2dd1cd3d9f8ed82eb5deb9,PS,2,2,1,1,0.0225155558437109,7.625023603439331,0.02568066492676735,7.60250804759562
llama3-8b-inst,JV-HOR-T4,17785,38a2663e541fe2e94905984252e70eb0f8f195fc8edd29c42f6088d73dc5cfbe,PS,2,2,1,0,1.216961142141372,5.849440813064575,2.429140567779541,4.632479670923203
llama3-8b-inst,JV-HOR-T4,17870,82588d070c5312c851ebab0f3390bc37842152bf306c87f6bba82d2d8ffff609,PS,2,2,1,1,0.0012868104968219995,15.030074119567871,0.001313419546931982,15.028787309071049
llama3-8b-inst,JV-HOR-T4,11818,0d9227a163cd1dceaff07385dc89c034ee73a48f78259547207072a01b0e4dda,PS,2,2,1,0,2.8161479560658336,7.616245985031128,5.614772796630859,4.800098028965294
llama3-8b-inst,JV-HOR-T4,12444,67426c85175fc541eddf0b238b5e15d2bfb4bb73d59703d756ea893861c366d0,PS,2,2,1,0,4.251848220825195,7.745914936065674,4.540843963623047,3.4940667152404785
llama3-8b-inst,JV-HOR-T4,13177,eb338759b38d191c9820068978ca3d1a5cdc96c28d6ad79faeae87314ed9e948,PS,2,2,1,0,2.390255093574524,8.740513801574707,3.9597530364990234,6.350258708000183
llama3-8b-inst,JV-HOR-T4,2366,b1a953facde29eb46395cfd0fc270e23ff870e43b7aadbd51a9ee15667ff5c8c,PS,2,2,1,1,0.002836670260876417,18.46882438659668,0.0028620492666959763,18.465987716335803
llama3-8b-inst,JV-HOR-T4,3351,521fe611bf49ed13a21286b8815b08b286d29a6f9cccaea81a0a1958bc1d8fc5,PS,2,2,1,1,0.007172534475103021,12.65407133102417,0.0083265770226717,12.646898796549067
llama3-8b-inst,JV-HOR-T4,21910,a8f78b21dd34faac535b2322d504b6212b8c47e395c7817d80003c0b78e9b733,PS,2,2,1,1,2.0495482608675957,6.014796018600464,3.9407973289489746,3.965247757732868
llama3-8b-inst,JV-HOR-T4,12850,1e67a08c1834567f5f610aadf7efd0ab3f0cddda2e8d18b55944dffe998d76af,PS,2,2,1,0,2.1851853812113404,10.530717849731445,4.347999572753906,8.345532468520105
llama3-8b-inst,JV-HOR-T4,8935,95432ce74635807e7fb64dd1f1eac31f9cc0fd8000f0e9e6444d65ba7ea02346,PS,2,2,1,1,0.01758528919890523,10.572041034698486,0.02795707806944847,10.554455745499581
llama3-8b-inst,JV-HOR-T4,18568,a865e04062ff67faad8dbafc59acdbfbe9fe3fbde5ac3ec7c6f05682c07f1414,PS,2,2,1,1,0.03943972289562225,15.142866134643555,0.06197747588157654,15.103426411747932
llama3-8b-inst,JV-HOR-T4,21775,9111fdbd440456de5844078fd258291cec4266e94fb05ee32d3f0e98d4eee41a,PS,2,0,0,0,8.80222749710083,1.9171992652118206,9.334206581115723,-6.8850282318890095
llama3-8b-inst,JV-HOR-T4,17626,cf6c4c981c8caf2ce36f1f704bad1f5e7706012052890365d7bdc5e8b1ca46dd,PS,2,2,1,0,1.1921880543231964,2.719895124435425,2.0009374618530273,1.5277070701122284
llama3-8b-inst,JV-HOR-T4,18788,68aa6384545eb925241d3ba9daa6b89ee832c645d9a5a5dc9301544e2534608a,PS,2,2,1,1,0.5404729002621025,6.592134237289429,1.075960636138916,6.051661337027326
llama3-8b-inst,JV-HOR-T4,10337,149927c035f6d17454e60260dd1d902d94b9e3aad3b97803b7ae7fe9df23620d,PS,2,2,1,0,2.691427230834961,7.662040710449219,2.958173990249634,4.970613479614258
llama3-8b-inst,JV-HOR-T4,12391,1d5e98860b1dc494a252f59cbbe610492101eb00c89c08d0406d683fd9e1dcda,PS,2,2,1,0,0.9053688995190896,8.29977035522461,1.8097121715545654,7.39440145570552
llama3-8b-inst,JV-HOR-T4,3231,b5e7d324474bd3e2bb12800cf0d92ac3952f183f5f960779d6ff9c1e0a4c1b69,PS,2,1,0,0,6.4104084968566895,5.3635783195495605,9.803738594055176,-1.046830177307129
llama3-8b-inst,JV-HOR-T4,11590,fdfe274d71afa95eabef0760b0044a589744f26534a7c48f5482a46577b28958,PS,2,2,1,0,2.9175013303756714,4.388481497764587,4.496041774749756,1.470980167388916
llama3-8b-inst,JV-HOR-T4,5190,e018528ac38bdcdccd779312450228d07682ee50609f5c1fba748f5ef388df7c,PS,2,2,1,0,2.2403194080106914,13.196228504180908,4.4760003089904785,10.955909096170217
llama3-8b-inst,JV-HOR-T4,17317,dbe5cdf638795125ea44b01c0e7a12c5a270b02feaa51d771f5704106aaf697b,PS,2,2,1,0,2.7422155141830444,10.134683609008789,2.93765926361084,7.392468094825745
llama3-8b-inst,JV-HOR-T4,20240,40f6c6ab603b5280800848ddfdd93cc241dcbbf85edbe5c34daf7eb2b282987c,PS,2,1,0,0,2.551336884498596,2.4077755212783813,3.986816644668579,-0.14356136322021484
llama3-8b-inst,JV-HOR-T4,9407,02d13cc3ba1b9857de2d9af6adb4247f2dc69a8beb4712613a94334d3e3c315e,PS,2,1,0,0,4.373054223775398,10.569785118103027,8.745305061340332,6.196730894327629
llama3-8b-inst,JV-HOR-T4,8215,0403b26a9d7bbdcd333cf775d9f92c79dff5cc10a8e74c8215b6c27d41bc1c2f,NS,10,10,1,0,14.531579780578614,7.085775828361511,20.453529357910156,-7.445803952217102
llama3-8b-inst,JV-HOR-T4,21618,6604774017b5c6eb380457103d52f5e7efd563005bb69f3aef4c02cbc7e446b6,NS,10,10,1,0,8.030542373657227,2.9303629472851753,14.554070472717285,-5.100179426372051
llama3-8b-inst,JV-HOR-T4,18193,c25fccd16947f9896b9362f2fc3645c30a991b4c1298446ca35f3c15872dff7f,NS,10,10,1,0,11.261368465423583,2.8250760812312365,14.60167407989502,-8.436292384192347
llama3-8b-inst,JV-HOR-T4,1905,e2f1cf625b2585402c593f90cc775d62c2e4a7bce663c796e74f7fe26e355b29,NS,10,5,0,0,5.2275224208831785,5.251720455288887,8.596291542053223,0.024198034405708314
llama3-8b-inst,JV-HOR-T4,18032,263e0a837d0fc67cd0549e4b89f1de6d301f3d7de450243f0b59c848dc28f77e,NS,10,10,1,0,11.892675399780273,7.222774910926819,17.48175811767578,-4.669900488853455
llama3-8b-inst,JV-HOR-T4,8597,57a57fb08af33302fbd083d836b2893ce0e7d03d27dc3247b5aa91d9acde086b,NS,10,10,1,0,14.637624073028565,9.518315601348878,20.12163543701172,-5.1193084716796875
llama3-8b-inst,JV-HOR-T4,5379,39224f0d5c48b9fed23284c9407179934beea5c96c1add706be581eadb20fd7b,NS,10,10,1,0,11.326696968078613,7.391389083862305,12.71212100982666,-3.9353078842163085
llama3-8b-inst,JV-HOR-T4,371,2d11372e873f5cebb31294c2ffd99d260948fe5eaa3651aaf3a2f538bba4c006,NS,10,10,1,0,8.621876859664917,2.5046442478895186,18.88514518737793,-6.117232611775398
llama3-8b-inst,JV-HOR-T4,14488,aa99fa19546af974313677835121470b7147f178d89dca23a7d178f861781745,NS,10,10,1,0,13.162436389923096,5.8763136744499205,17.492055892944336,-7.286122715473175
llama3-8b-inst,JV-HOR-T4,12143,0a23ff52a1afe49174bc0fbcd4fcd5e93f3e3d318d37a318865205acbde5ab36,NS,10,6,0,0,3.3931526213884355,2.5485941410064696,7.864490032196045,-0.8445584803819657
llama3-8b-inst,JV-HOR-T4,12706,a42445b909f63039d8593c51556c0fbf79ac00c321d802437337480b9e632139,NS,10,10,1,1,8.564848518371582,0.3299465931952,10.149505615234375,-8.234901925176382
llama3-8b-inst,JV-HOR-T4,20568,d5b44ff7b92a709492e8787e2f197530401f4156e2bae02b2d21246c2edf1ec3,NS,10,9,0,0,13.311790466308594,9.042744302749634,17.728687286376953,-4.26904616355896
llama3-8b-inst,JV-HOR-T4,13448,03488e90ee9c38df4496c340cce674d0a71d5a03cf0f657eff20ec971237eda7,NS,10,10,1,0,15.385820579528808,3.1162303566932676,18.32193374633789,-12.269590222835541
llama3-8b-inst,JV-HOR-T4,18674,47e3699f62610b1b73a26f17c33fcf57a86346b044a9f48bcdd0463fedf85426,NS,10,9,0,0,8.726576137542725,6.940656173229217,11.680026054382324,-1.785919964313507
llama3-8b-inst,JV-HOR-T4,14479,f8078a7cedab211a6809d9e7808d9e680d419b96561688549aa955e965f53313,NS,10,6,0,0,5.2573953628540036,5.202008259296417,9.978384971618652,-0.05538710355758667
llama3-8b-inst,JV-HOR-T4,4745,5af25d47a023c0e1d51f37eeedb94fbfd299c3a0cd288e33170d3f34a6df9109,NS,10,9,0,0,12.427518177032471,9.892344856262207,16.215181350708008,-2.5351733207702636
llama3-8b-inst,JV-HOR-T4,16968,00c19deb7192aa90cacfa5359f708025920094cc12b9c24b33071a400418a43c,NS,10,5,0,0,6.609707331657409,4.267759895324707,11.35791301727295,-2.3419474363327026
llama3-8b-inst,JV-HOR-T4,8251,d8a6df34c78ccde5b0e3d21f0f09f7ebfc4e2830202ff578433b078936d92c61,NS,10,8,0,0,5.96058759689331,4.619255399703979,7.657527923583984,-1.341332197189331
llama3-8b-inst,JV-HOR-T4,17856,aff9b19707e9eeadc80bbd937db8ba00689fd3f97f30814ce9b092e89bdecc97,NS,10,10,1,0,14.437648105621339,3.601827085018158,17.658823013305664,-10.83582102060318
llama3-8b-inst,JV-HOR-T4,6029,5d6620e7a15d0df773ac7ce109c1adaf6f7af5f567d5c4c9359d3c60437702a9,NS,10,10,1,0,10.72434310913086,6.967135906219482,14.228196144104004,-3.7572072029113768
llama3-8b-inst,JV-HOR-T4,15108,28c8f4bfd308290cd45de350f0b2f3a9556b7b38442bed67b2afd51c277fade1,NS,10,9,0,0,5.836769878864288,2.850309556350112,9.266468048095703,-2.9864603225141764
llama3-8b-inst,JV-HOR-T4,2481,72df945e22ce0a9f2a1743dc993709c3cd635a202ee56289a2a71e64ea5862c5,NS,10,8,0,0,7.765866374969482,5.9024498701095585,14.618769645690918,-1.8634165048599243
llama3-8b-inst,JV-HOR-T4,2418,cdda3067d049421eb3c225c77c307ad3183454b979e65fcfbb0c07974968058f,NS,10,10,1,0,11.572056007385253,3.7187893867492674,13.431448936462402,-7.853266620635987
llama3-8b-inst,JV-HOR-T4,5160,18d5201817fbd68a8a7d74f747565affd76e1d9eb7f52e6aa2e614d3bd2d494d,NS,10,10,1,0,11.187294626235962,4.850861835479736,14.107674598693848,-6.336432790756225
llama3-8b-inst,JV-HOR-T4,20551,ad147f5cb0d8580ac6a1e5ef4a63c2dd0ac417d5d2290d6e7cf0e5b7ef070dc8,NS,10,10,1,0,15.913826084136963,3.4714936782373114,20.33744239807129,-12.442332405899652
llama3-8b-inst,JV-HOR-T4,11216,c3b8cbb7a6e6b2e678958cd682e28350b2d72aa988160dea942cc86aa0ccad1b,NS,10,9,0,0,10.00147385597229,5.247617423534393,14.523483276367188,-4.753856432437897
llama3-8b-inst,JV-HOR-T4,9185,382bcc843d8fc7d38d7858fa801113444dc0ff69b643a8ba15a13a290b208f64,NS,10,10,1,0,10.489280700683594,4.706141018867493,13.195661544799805,-5.783139681816101
llama3-8b-inst,JV-HOR-T4,19647,f8499f294fa0fd7880dc389b86e19238744b4d185ea930b588414968287f8a98,NS,10,6,0,0,10.955868339538574,4.74994470810052,16.82273292541504,-6.205923631438054
llama3-8b-inst,JV-HOR-T4,20750,d507b42705b4823965c65d7d1bd6d0eefecc1f83df35ab32f98f1767e94ff695,NS,10,10,1,0,17.537788105010986,5.195064091682434,22.941246032714844,-12.342724013328553
llama3-8b-inst,JV-HOR-T4,11599,a8ff0abadce780f302b02e6a1719e6e7df99f9fd4721a6f8dc8f94b84169b242,NS,10,10,1,0,8.328142738342285,2.3688027296215295,14.18404769897461,-5.959340008720756
llama3-8b-inst,JV-HOR-T4,21721,6f3e95c347d198345649855e15894600d0ebd484432d943ed736a9397ae8d897,NS,10,3,0,0,9.077843379974365,9.161582946777344,12.598861694335938,0.08373956680297852
llama3-8b-inst,JV-HOR-T4,15811,76f1e9732afd98c5089953b3cb80eff3069bce8b6e03db4ac3f15bd552a4cc16,NS,10,9,0,0,11.290708470344544,4.34720059633255,15.36972713470459,-6.943507874011994
llama3-8b-inst,JV-HOR-T4,3592,6513919a4878eed21297d2e315c6d3daaecda68eceab2a7cdbbdcf2d9559a719,NS,10,10,1,0,10.47419490814209,5.616383671760559,14.356118202209473,-4.857811236381531
llama3-8b-inst,JV-HOR-T4,3154,b14c1100dcb663be742327aaf58566fd5d95dd2ad252ff46a5ec015f6ed597bd,NS,10,7,0,0,10.113511753082275,8.898067092895507,22.24371337890625,-1.2154446601867677
llama3-8b-inst,JV-HOR-T4,2728,df625d87714d29a475b0a9673a4ba1b9220a42d56346c7e73e9775e8ab35f290,NS,10,6,0,0,5.865942120552063,5.086175739765167,8.7326078414917,-0.7797663807868958
llama3-8b-inst,JV-HOR-T4,8900,4accc3880965b76b6ccd52fac3f36163d33c4d2e0abcfced0c6974a59a3b2b34,NS,10,10,1,0,15.148909282684325,7.27451483886689,17.798187255859375,-7.874394443817437
llama3-8b-inst,JV-HOR-T4,21835,2a4d049c43b85cef82bb2e0e00b30b054d8654e93dfc3d88568a963fda2028f2,NS,10,10,1,0,12.423603916168213,2.714350700203795,16.413042068481445,-9.709253215964418
llama3-8b-inst,JV-HOR-T4,5618,8b593385e371bc7e94c75fab4434a10e0ffa9aba296344c171e77c63f9203b52,NS,10,9,0,0,5.873141944408417,4.270186281204223,11.834329605102539,-1.602955663204193
llama3-8b-inst,JV-HOR-T4,6154,d4028449bdfe56e055da9afa5c7157cb8df5ee9d828ea421ece05f6a20accacb,NS,10,8,0,0,8.781883716583252,7.813936471939087,14.388998985290527,-0.967947244644165
llama3-8b-inst,JV-HOR-T4,9592,ed3ed2a5e1ee02368ff979364213db79de8116169304fc116edc59e0acd4054d,NS,10,10,1,0,10.0257089138031,3.4785757958889008,12.297863960266113,-6.5471331179142
llama3-8b-inst,JV-HOR-T4,20502,0a236d10a80a4edc1304d8b4aea68ea233692a1f80f0e0a606f6dac936842f0f,NS,10,5,0,0,7.922221994400024,4.7873025964945555,12.064541816711426,-3.134919397905469
llama3-8b-inst,JV-HOR-T4,14475,c2f7b5ea74bed01a760da1b94fb129d994588ea96d4f89c183c379803f0dc47c,NS,10,10,1,0,14.577796173095702,2.8011512695346026,19.30103874206543,-11.7766449035611
llama3-8b-inst,JV-HOR-T4,9475,d6f0fdd84c80975821ea90d0d2ccac48798c6fb143257a351b77a2752de5931b,NS,10,10,1,0,9.10296082496643,3.3325033307075502,13.404319763183594,-5.77045749425888
llama3-8b-inst,JV-HOR-T4,2617,578237172a40576eea42b6b569d04cefbf63f59629ad30d9f62fd3ab2c58b179,NS,10,10,1,0,7.051761341094971,3.4931630969047545,8.108014106750488,-3.558598244190216
llama3-8b-inst,JV-HOR-T4,14787,55c8128d1c4808d58dfc072421b0c4ad8d823ea5cda52f2bba34fb66ac43e912,NS,10,10,1,0,16.76984748840332,4.038188946247101,19.89289093017578,-12.73165854215622
llama3-8b-inst,JV-HOR-T4,12466,9d7382f7cc9557743c9556b09ba96a4fc00a0f2aafcbd41ec61c9521622c308e,NS,10,8,0,0,5.004468327760696,2.839598625153303,9.056597709655762,-2.164869702607393
llama3-8b-inst,JV-HOR-T4,16072,ebe2362801b3a16ed4d087ca44db6113f984c3658916c6cd448444cb5f19e529,NS,10,7,0,0,4.783622515201569,3.3971071004867555,7.315279483795166,-1.3865154147148133
llama3-8b-inst,JV-HOR-T4,13455,cf84ba3c6d45d80c6b1b55dadae6eca9076000c4ab30c69726e631ab0a6b98d3,NS,10,9,0,0,9.147282820940017,1.7320386460516601,12.977592468261719,-7.4152441748883575
llama3-8b-inst,JV-HOR-T4,6810,7bbde3e7af855836bdf7ee82ea286755885883f57e0f15f8228d15803270c1ac,NS,10,10,1,0,13.747658443450927,2.5417086839675904,19.045324325561523,-11.205949759483337
llama3-8b-inst,JV-HOR-T4,10173,aa0dd394207e77de9364ceababd2c520a0bdc7974ba733a3288c3809f86a7cff,NS,10,10,1,0,15.939859294891358,3.4437075294554234,18.30937957763672,-12.496151765435934
llama3-8b-inst,JV-HOR-T4,19281,cae1a53a41736f1b88f95f55b0acdf8593768f99f6691aaa6f65910a3795d5e0,NS,10,10,1,0,14.750129127502442,3.2698916719935367,17.364309310913086,-11.480237455508904
llama3-8b-inst,JV-HOR-T4,2138,ae121a6e521a53e036b3d7d63bb50827cbb03ac5c3e6472163da9a73daf452dc,NS,10,10,1,0,11.637772512435912,4.383904547989369,16.07476806640625,-7.2538679644465445
llama3-8b-inst,JV-HOR-T4,20900,e0b03343fb825e39e77b418a6b9a3d280645b2dd6b8924fe7d09a73febd95e02,NS,10,6,0,0,8.982529902458191,6.72009037733078,13.293749809265137,-2.262439525127411
llama3-8b-inst,JV-HOR-T4,11250,c2ac190ea1b3d3454956141f6face9828e6271cc619a7f642f64937cc9f928d0,NS,10,3,0,0,6.600852823257446,8.623018503189087,14.108675956726074,2.0221656799316405
