arm,batch,path,panel,seconds,forwards,backwards,input_tokens,scored_tokens,teacher_reads,teacher_read_seconds
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/002.json,past,0.7532098162919283,8,0,1219,131,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/002.json,training,6.514894196763635,100,0,10700,606,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/003.json,current,1.0995923047885299,14,0,1755,201,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/003.json,generic,9.153040290810168,64,0,16448,8192,64,2.0792562318965793
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/003.json,past,0.7541248686611652,8,0,1219,131,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/003.json,training,6.506464304402471,100,0,10700,606,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/004.json,current,1.0994370616972446,14,0,1755,201,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/004.json,generic,9.168781056068838,64,0,16448,8192,64,2.0957091134041548
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/004.json,past,0.7548445649445057,8,0,1219,131,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/004.json,training,6.531797197647393,100,0,10700,606,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/005.json,current,1.1075816182419658,14,0,1755,201,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/005.json,generic,9.123626600019634,64,0,16448,8192,64,2.0505011286586523
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/005.json,past,0.7555173309519887,8,0,1219,131,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/005.json,training,6.515995668247342,100,0,10700,606,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/006.json,current,1.0995655683800578,14,0,1755,201,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/006.json,generic,9.135638453066349,64,0,16448,8192,64,2.0605355501174927
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/006.json,past,0.752694483846426,8,0,1219,131,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/006.json,training,6.526136428117752,100,0,10700,606,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/007.json,current,1.0982597516849637,14,0,1755,201,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/007.json,generic,9.128899139352143,64,0,16448,8192,64,2.05606756452471
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/007.json,past,0.7534711258485913,8,0,1219,131,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/007.json,training,6.516430456191301,100,0,10700,606,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/008.json,current,1.1010378384962678,14,0,1755,201,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/008.json,generic,9.137390675023198,64,0,16448,8192,64,2.066772731952369
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/008.json,past,0.7544021802023053,8,0,1219,131,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/008.json,training,6.50586832780391,100,0,10700,606,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/009.json,current,1.0996309304609895,14,0,1755,201,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/009.json,generic,9.158957604318857,64,0,16448,8192,64,2.0868232110515237
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/009.json,past,0.7543441951274872,8,0,1219,131,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/009.json,training,6.503526192158461,100,0,10700,606,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/010.json,current,1.0991434417665005,14,0,1755,201,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/010.json,generic,9.138939487747848,64,0,16448,8192,64,2.0668107364326715
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/010.json,past,0.7549620559439063,8,0,1219,131,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/010.json,training,6.513191897422075,100,0,10700,606,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/011.json,current,1.100040789693594,14,0,1755,201,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/011.json,generic,9.200200936757028,64,0,16448,8192,64,2.1282294178381562
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/011.json,past,0.7537716757506132,8,0,1219,131,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/011.json,training,6.5110985012725,100,0,10700,606,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/012.json,current,1.1019515609368682,14,0,1755,201,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/012.json,generic,9.172256811521947,64,0,16448,8192,64,2.098721398971975
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/012.json,past,0.7538382718339562,8,0,1219,131,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/012.json,training,6.511603379622102,100,0,10700,606,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/013.json,current,1.0952089373022318,14,0,1755,201,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/013.json,generic,9.195404935628176,64,0,16448,8192,64,2.1237210845574737
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/013.json,past,0.7535562179982662,8,0,1219,131,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/013.json,training,6.509521937929094,100,0,10700,606,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/014.json,current,1.1084688194096088,14,0,1755,201,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/014.json,generic,9.153551219031215,64,0,16448,8192,64,2.0705433692783117
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/014.json,past,0.7589607071131468,8,0,1219,131,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/014.json,training,6.5545995542779565,100,0,10700,606,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/015.json,current,1.098058651201427,14,0,1755,201,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/015.json,generic,9.20222280267626,64,0,16448,8192,64,2.1303572664037347
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/015.json,past,0.7498636227101088,8,0,1219,131,0,0
C48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B005/episode/scores/015.json,training,6.506654336117208,100,0,10700,606,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/000.json,current,1.0844954010099173,14,0,1800,206,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/000.json,generic,9.16466460376978,64,0,16448,8192,64,2.0908139823004603
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/000.json,past,0.6860279217362404,8,0,1143,129,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/000.json,training,6.639012453146279,100,0,10915,624,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/001.json,current,1.0839990740641952,14,0,1800,206,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/001.json,generic,9.153777700848877,64,0,16448,8192,64,2.0795143842697144
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/001.json,past,0.6865542978048325,8,0,1143,129,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/001.json,training,6.634959713555872,100,0,10915,624,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/002.json,current,1.0789959440007806,14,0,1800,206,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/002.json,generic,9.215800403617322,64,0,16448,8192,64,2.143690043129027
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/002.json,past,0.6855904068797827,8,0,1143,129,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/002.json,training,6.632481616921723,100,0,10915,624,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/003.json,current,1.0839778296649456,14,0,1800,206,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/003.json,generic,9.256279271095991,64,0,16448,8192,64,2.178371678106487
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/003.json,past,0.6926091490313411,8,0,1143,129,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/003.json,training,6.634160483255982,100,0,10915,624,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/004.json,current,1.0804338408634067,14,0,1800,206,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/004.json,generic,9.222311226651073,64,0,16448,8192,64,2.1490255063399673
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/004.json,past,0.6876277839764953,8,0,1143,129,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/004.json,training,6.634996914304793,100,0,10915,624,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/005.json,current,1.0844969497993588,14,0,1800,206,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/005.json,generic,9.192976796999574,64,0,16448,8192,64,2.1209676330909133
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/005.json,past,0.6833027554675937,8,0,1143,129,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/005.json,training,6.632963016629219,100,0,10915,624,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/006.json,current,1.0865701781585813,14,0,1800,206,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/006.json,generic,9.210613291710615,64,0,16448,8192,64,2.137253273278475
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/006.json,past,0.6854026671499014,8,0,1143,129,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/006.json,training,6.6310347728431225,100,0,10915,624,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/007.json,current,1.0870224731042981,14,0,1800,206,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/007.json,generic,9.14050835929811,64,0,16448,8192,64,2.064439066685736
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/007.json,past,0.6874410919845104,8,0,1143,129,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/007.json,training,6.6393590150401,100,0,10915,624,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/008.json,current,1.086771685630083,14,0,1800,206,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/008.json,generic,9.154294233769178,64,0,16448,8192,64,2.0785404508933425
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/008.json,past,0.687543535605073,8,0,1143,129,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/008.json,training,6.645010859705508,100,0,10915,624,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/009.json,current,1.0830524181947112,14,0,1800,206,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/009.json,generic,9.211121044121683,64,0,16448,8192,64,2.1388860242441297
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/009.json,past,0.6861764052882791,8,0,1143,129,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/009.json,training,6.63391288369894,100,0,10915,624,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/010.json,current,1.083017730154097,14,0,1800,206,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/010.json,generic,9.427516947500408,64,0,16448,8192,64,2.3558449279516935
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/010.json,past,0.6809551175683737,8,0,1143,129,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/010.json,training,6.629748886451125,100,0,10915,624,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/011.json,current,1.0864012613892555,14,0,1800,206,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/011.json,generic,9.162531764246523,64,0,16448,8192,64,2.0877167247235775
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/011.json,past,0.6882140571251512,8,0,1143,129,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/011.json,training,6.6461013071238995,100,0,10915,624,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/012.json,current,1.0817566430196166,14,0,1800,206,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/012.json,generic,9.180709755048156,64,0,16448,8192,64,2.105499528348446
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/012.json,past,0.6880699973553419,8,0,1143,129,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/012.json,training,6.65011391043663,100,0,10915,624,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/013.json,current,1.0861653191968799,14,0,1800,206,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/013.json,generic,9.146263699047267,64,0,16448,8192,64,2.063455620780587
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/013.json,past,0.6906860424205661,8,0,1143,129,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/013.json,training,6.675900379195809,100,0,10915,624,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/014.json,current,1.0829261969774961,14,0,1800,206,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/014.json,generic,9.09360121190548,64,0,16448,8192,64,2.013798845000565
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/014.json,past,0.6851574219763279,8,0,1143,129,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/014.json,training,6.658798539079726,100,0,10915,624,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/015.json,current,1.0888758581131697,14,0,1800,206,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/015.json,generic,9.071395090781152,64,0,16448,8192,64,1.9902225704863667
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/015.json,past,0.6911642318591475,8,0,1143,129,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/015.json,training,6.67813806142658,100,0,10915,624,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/016.json,current,1.0915479520335793,14,0,1800,206,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/016.json,generic,9.12824289035052,64,0,16448,8192,64,2.0479961382225156
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/016.json,past,0.6903636297211051,8,0,1143,129,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/016.json,training,6.6908506490290165,100,0,10915,624,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/017.json,current,1.0808476144447923,14,0,1800,206,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/017.json,generic,9.173770639114082,64,0,16448,8192,64,2.1019957717508078
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/017.json,past,0.6828145766630769,8,0,1143,129,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/017.json,training,6.643997877836227,100,0,10915,624,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/018.json,current,1.0802984572947025,14,0,1800,206,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/018.json,generic,9.123552272096276,64,0,16448,8192,64,2.0519423503428698
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/018.json,past,0.6843686094507575,8,0,1143,129,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/018.json,training,6.639752947725356,100,0,10915,624,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/019.json,current,1.0836045257747173,14,0,1800,206,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/019.json,generic,9.133681821636856,64,0,16448,8192,64,2.062239066697657
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/019.json,past,0.6845479095354676,8,0,1143,129,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/019.json,training,6.641306987032294,100,0,10915,624,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/020.json,current,1.086840926669538,14,0,1800,206,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/020.json,generic,9.15297796484083,64,0,16448,8192,64,2.068615878932178
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/020.json,past,0.6907044686377048,8,0,1143,129,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/020.json,training,6.692844741977751,100,0,10915,624,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/021.json,current,1.0927136447280645,14,0,1800,206,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/021.json,generic,9.173243160359561,64,0,16448,8192,64,2.0918745482340455
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/021.json,past,0.6919517572969198,8,0,1143,129,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/021.json,training,6.682348558679223,100,0,10915,624,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/022.json,current,1.093632842414081,14,0,1800,206,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/022.json,generic,9.169612068682909,64,0,16448,8192,64,2.0872526336461306
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/022.json,past,0.6924593569710851,8,0,1143,129,0,0
C48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B006/episode/scores/022.json,training,6.688754650764167,100,0,10915,624,0,0
C48,7,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B007/episode/scores/000.json,current,1.094527093693614,14,0,1828,202,0,0
C48,7,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B007/episode/scores/000.json,generic,9.2001021662727,64,0,16448,8192,64,2.126668121665716
